,,combination163,combination163,combination163,combination199,combination199,combination199,combination198,combination198,combination198,combination23,combination23,combination23,combination22,combination22,combination22,combination59,combination59,combination59,combination95,combination95,combination95,combination146,combination146,combination146,combination164,combination164,combination164,combination162,combination162,combination162,combination145,combination145,combination145,combination182,combination182,combination182,combination144,combination144,combination144,combination180,combination180,combination180,combination181,combination181,combination181,combination5,combination5,combination5,combination41,combination41,combination41,combination21,combination21,combination21,combination110,combination110,combination110,combination128,combination128,combination128
iterations,,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000
F5,Times7,444829.5011709267,457177.6281926497,349118.0932385846,888139.8790403497,278363.8789014942,1108075.04584655,1034624.842061964,318673.6381429799,1072111.269635526,362472.3138079419,414336.9336233888,242526.6244566641,685451.0861855709,1118694.284529622,452822.0936098951,654848.5944198417,340437.3266000903,319975.7276151016,361513.4617951333,209272.3363819378,121879.4895894123,1247116.424890527,1106899.048232651,1771085.863717127,376101.6149039306,363858.1417269942,338318.3687248917,1797630.878879117,901429.2129713979,730689.7746265919,2769643.407884113,3145009.965185094,1309551.058776073,1274897.397142259,1225994.409851846,2450430.256432449,1367468.760756867,2395784.174183291,1704327.681803097,1880018.747896289,2122938.114016203,1176204.578122827,779595.0525617269,2393682.693645875,1556390.620702142,1314725.001356277,358840.5147683983,758762.8691701755,1220663.350201577,870218.4684957837,427823.2823558514,777644.1170692383,572711.8328214836,643216.636301903,1141988.709960219,2401360.059453601,694487.0505848475,193066.9723187504,534100.6999601766,435579.566628664
F5,Times8,572117.2573723785,595327.4832241461,315184.6254371097,642986.2435834823,478625.8640997974,385590.3759700038,805419.7101772306,1012733.090612287,738661.7859985784,525536.7126527989,499849.2924349144,247562.4412673496,631372.238040389,365706.5072052575,249760.0546435133,234166.5678118294,624045.4419702233,237605.1771633952,662552.0551435265,250719.1258742384,300641.2202269775,883024.1497295502,1388637.046057325,614778.7178224631,518999.4156352044,740252.5369841798,296253.1222294897,1059058.393134827,1104600.537191336,496216.8408236499,1640386.067336466,1514784.890805181,818838.1122881316,930019.8666734558,1063779.031210461,658479.5770294233,1383044.382975507,3217565.79303885,1943613.466247346,1640793.108030182,1386669.337248883,2133223.544245309,2336688.52013434,719184.4570063198,791149.7384128273,749276.4452664064,951290.9525808288,1160903.300818941,1257436.276854596,540812.4742436921,581363.3534704206,1155156.752959239,582219.295692265,708162.8124027121,1075627.53540029,1910751.435610316,685335.0997066967,246776.3810489174,533460.3020296334,884950.9338861234
F5,Times9,390593.4332194175,444507.5665975396,766701.515138972,889691.1439970548,638219.8401002301,509692.5062087013,626042.7761124065,638745.0817426649,838273.8306172412,405024.434333071,523772.7318425465,562844.1492778015,452938.2868249359,594541.1553440382,152604.4256280154,327512.4761193524,385629.4312399563,267355.3141196946,433473.1196577677,90998.8970556741,240420.5210350408,1007217.76258399,995350.3864070075,552516.1095856898,215909.6704964068,343093.2313001925,257401.403984769,1490207.142846812,614294.1086010943,505930.0033482699,1621603.252956541,1404557.798152428,2869107.41196746,1879128.095385681,411355.9295896225,759086.6384188316,4190861.901941536,2075042.182182123,1655370.705521767,2536097.795455599,1857835.796460467,1622828.394498447,1518805.896447795,2809989.660283342,933322.656628145,737611.3544523624,821525.7837583765,558643.6405973176,733503.7263599982,1732235.723252255,1337976.121998745,762429.6529779669,788195.5786346527,569135.0337850857,1225096.209042065,611463.315771415,1307090.112376918,554357.3425799353,572520.2654936637,428564.9402859123
F6,Times1,3391.295200772053,3467.170278100145,2989.605978287795,4090.079755371712,4010.047408732343,3319.698433339309,4131.488342036257,5654.384886703805,2506.50728483048,3284.988723782983,2318.136195045824,2754.65188290999,2605.485352575727,4069.666363866758,3659.816667087502,2906.090306327436,2341.750626324191,3068.241958326631,3557.419004684067,2462.177526310821,1877.995582972522,5037.690508830284,4400.473067770515,5559.029523788558,2351.886820491549,2640.783923187558,2327.874856849203,2678.900212314379,4407.786022442081,4182.756687963734,5038.095888683347,5956.094173140233,7896.123456796315,4813.887931760077,6538.962029303741,3955.224966883503,6727.05334924113,7395.876216527879,6431.152174507406,4666.048439220832,7099.497065808799,6991.601689255816,5187.58156941549,4769.762112127603,5541.215631889623,6431.909453173602,5663.048564295223,4889.297280940555,4474.513344995038,5175.384082616707,6351.873187963496,4850.159438116863,3855.348945766147,4091.62551932696,5709.357929207627,6381.338723060371,5569.096392855361,2712.90961822522,3004.773619117292,3159.26109900021
F6,Times10,3081.436420300822,3406.461758954208,2440.697440619892,3782.798756240726,4740.410898364173,3492.368360885771,2456.09079004034,5362.732414324367,6435.671967298884,2844.968519331297,2845.94694606857,3508.595009102816,2330.679540823693,3797.298868668744,3287.259470302813,2653.845720309835,2291.167770610668,3722.254008571423,3502.484885463794,1771.395868529256,2857.670835162745,4324.131113894597,4835.80788002196,6015.116248293132,2370.45729640932,3045.768219535549,1998.13915382019,2963.13393444133,2740.163753786893,4254.439179585376,7230.175361752809,6385.580597349936,6248.609796087593,5021.476740507444,4998.55728020581,4046.413315270586,6787.887120917893,7220.939188373149,4870.321664265023,7171.064088950237,5804.657676918685,6234.939375251413,6917.632654010727,6415.349516437795,6936.203410493864,3953.553607535368,4597.816607245431,3173.399909794836,4416.115294515892,4458.803269728365,4710.112257316153,5159.980441703268,3658.181035399029,4670.449732719019,5788.133365219767,7143.66519413534,4497.157980980274,3963.041865770817,2180.995667704427,4489.362144923992
F6,Times2,3704.77385523611,5071.053715851483,3716.051013064526,2527.546035427252,3000.410815683225,4146.062262874402,5195.152267817197,5341.373268681082,3503.693325420389,2838.336250132009,3038.124124928625,2953.112197948255,2427.07436407272,3418.595730251825,3246.446412026172,2417.753966949471,3236.736418478923,2436.805769882543,2628.340257765863,2707.749658287933,1404.993064168114,5341.534073806923,3781.326333832276,4811.998911436949,2816.956812081201,3016.815263146872,3770.133788518748,5409.539667058713,3474.427002907079,4155.480965788786,3827.230889947715,5515.159738501746,5084.895094919369,3460.068723136163,4138.563511757055,6068.043287896795,6405.66787956058,3448.430599420868,4529.119929995025,5429.449548568951,7898.161752639545,8791.845383652455,5371.007579228299,5338.67728215349,9379.446561147402,5359.286518209984,5038.014271561741,3924.53097855494,4848.543403296347,5387.79716334834,5126.135369130607,4717.792861172495,4495.145105635196,2887.689527636723,2977.719176743409,4027.066786629268,5745.101089779018,2634.909726206409,2475.189643486241,3389.285204848001
F6,Times3,3356.017103136618,3719.558163871305,4399.686159666899,3167.152789837903,3238.161497635648,3225.4459838392,4167.336733116642,3966.372939019605,4500.776955126611,2204.843753474081,3265.569367117835,1821.512208629846,4441.906962238537,3021.017773084172,2479.047088365307,3964.920362818039,3111.416995051216,2759.241653635099,2328.580342536547,2891.077210458308,2264.399576420814,6519.367496564275,4768.449901005857,4407.816604614884,4627.879317481782,2923.072935669097,2397.950758540117,4535.013615786283,2439.725039047817,3796.163505723579,4638.570639741394,5483.699347205592,5189.350194603262,4259.740018832493,4717.91645448207,3750.75362533017,6571.461698809117,5696.933558847198,7431.361201533246,7712.378544156669,5058.471538132917,9862.073057452957,4318.194974876279,6162.712380242993,6763.862603279688,3876.76592906212,4773.695192057156,4876.879272427218,4857.17797753263,5815.838303362558,5749.486716514149,5286.685984260334,4193.110617265959,4957.812378346435,5275.507613987745,4638.202433988383,4246.487788435422,2484.327338512113,2383.274344851408,2021.340428564175
F6,Times4,3382.891370639236,4282.658726616629,3216.205077589254,3177.01507272234,3408.74559390677,3883.062744601569,4315.003098788327,3143.68500923805,4991.673920795336,2448.351939636976,2671.972906008649,2305.223691148869,2998.093065148218,4012.605455167535,3933.296151189401,2531.653925751857,1354.94959139041,1066.420825606546,2352.599088189454,3960.07136713124,2621.489496758958,4682.266766363387,4603.004091890706,7511.999730588139,3362.794900611136,3814.698306952219,2184.454385707832,3443.339581168757,4718.92616620684,4839.227450430653,5654.296225443643,6382.695479728727,4743.424922603524,6479.201267758925,5962.556578066999,5553.882017214536,7367.656107648052,5264.227813167055,5838.197859189913,5306.456476973709,7343.077117252311,8229.061555093358,5118.086065278389,3658.106205027749,2607.30035740073,4788.785272163154,6847.265007360565,4451.920469210436,7185.359008850409,5372.01955986227,4002.122367212794,4364.080838792573,5264.16787888576,4382.828713611825,7353.64917949991,4768.28710498919,4476.56197664427,3936.309542572164,2421.762468594526,2862.270221291382
F6,Times5,3117.768838971503,3037.731426143231,3264.948303075828,2786.480539918732,4287.420917940764,3220.359218235432,3404.738464884231,3626.825621381023,2810.891896551207,2647.199540032871,2943.17041066558,2321.541096131597,3784.460209541377,3706.485905461566,3402.915704377409,3179.211406962802,2459.02697928513,3601.001812731957,3456.50932162134,3280.879743790871,2096.6920793511,5484.171070582519,3258.272197494946,4563.141433720974,3122.875475491721,2431.785324739692,2074.074139657082,5276.365070859324,4040.379360216273,3919.484887758766,3849.846389446408,8051.538670658138,5881.701057787981,6447.7829951963,5815.626639649676,4590.863372151213,6275.565211823226,6296.722317312117,5118.905218130992,6339.040824466829,8790.701407026812,8506.293588456294,6080.975873347596,5379.116750878021,4132.546604523397,3688.883448874722,4105.772211628258,4059.904985472659,5667.991737855419,5831.234437500979,4383.560806911819,6103.721760555644,3435.034267516884,3594.155131318534,3231.931552402867,5223.412498339978,4316.70834171931,3710.020755379718,2562.033472468265,2765.050306973927
F6,Times6,3780.30568147211,4515.083373431715,2987.014776857288,4464.697283070289,4332.798176686862,4006.906567090844,5100.72255767563,3880.540223270296,3334.570041594049,2981.624529310157,2849.303600320369,2303.154507098633,3598.075969810398,2730.081042723538,3837.587801895912,2084.025080148038,2295.32616804925,1968.323624683415,3693.001966791809,2932.567140827445,3527.219745433695,6725.834037166927,6696.029411605664,5322.575840988679,2808.629325902548,2580.322571840182,3242.313349097667,4074.372088602522,4402.319183804379,3193.463290501392,8160.042836102474,4204.09411369893,7382.237667528273,5410.226626741723,5209.860987339144,6442.022413773276,5966.732721017697,7171.682566266329,7335.260158667662,5103.450167991465,6499.71238286588,6534.59035234543,4892.998869136984,5726.85298944342,8076.963538532754,6480.288924329066,3288.536238363151,3487.909125624434,3710.115349503519,3908.570343519988,3381.091099851675,5492.561827570757,3212.979948234671,4483.69384138673,4249.276618554777,5110.848607211155,5246.590899995563,3533.483293469018,3417.665303118975,3411.932331093966
F6,Times7,4558.460102971554,3757.063232703153,2459.098500078924,3379.853816678895,2992.879533456807,3187.130446904626,5694.048076985057,4312.585584554799,3241.705785426841,3205.65099430558,2147.067334965219,3051.839639687551,3322.758170823308,2414.986048472455,2778.579593808538,5080.660567804823,2877.791093246529,2748.461702945797,2500.899698726058,2695.233541429285,2875.100839559455,5017.246281540899,6948.385885625461,4440.900792678838,2940.252204464832,3060.918909118252,3849.420872636111,3825.194421232479,2200.111757375499,5439.794928263601,5301.38133132136,6460.096562892502,6808.258971077727,6490.672260153812,4863.961432029671,4629.726024446929,6758.32991518462,5227.602050498786,4803.904053154108,7440.789805873405,7537.577221596294,4665.17694580325,3945.514726634894,5390.516056493655,6997.425743066112,6427.915541898837,3960.343427404444,5457.990669148759,5593.559715495192,3849.342754339531,5596.47340921221,3919.844372933007,4866.688084798967,2703.813694736504,4569.792832229369,8497.862905855807,5540.037903656755,2853.393193724055,3855.605405789989,2493.935602882466
F6,Times8,2982.207244091152,3689.159604876084,3904.049975845705,3884.864732089844,3548.053769986936,2434.726753625108,4710.432123518726,4433.929704620808,5049.53125369609,2653.003834302174,4118.529160755568,3139.002208356351,3629.386060247308,2310.124867010021,3306.30531580967,4267.866735508998,3179.055297200508,1942.083933594966,3857.394934612623,3046.833710107294,2513.637613190737,5389.089835475043,4876.291292539725,4965.296590724825,3070.356929258328,3290.264958868188,2534.208508860713,2672.477603383345,5200.365294392078,5357.729536936416,5507.676314632178,6595.800263888719,6265.602976640639,4260.10246528003,5137.251074242681,3571.812853255778,8570.43464836949,8008.050915080888,7795.655847422463,4951.067123574231,6937.928785597422,8314.319804920837,6046.627190895571,5823.636943476482,5370.607679024553,5000.531975235427,5144.891328341992,3504.865725661849,5070.49132209655,4669.336798021799,5133.180927238311,4955.073035605888,3926.843876264966,4041.142378456452,6321.34154391164,9467.517724515343,5396.518640490797,3116.456109339324,2475.358341418076,2929.404981240379
F6,Times9,3035.261585486982,4242.259939547399,3343.069193378687,2527.937577270844,3309.530141292638,3157.477616851533,3159.394913309296,5927.606759438784,3185.948766740285,2134.536232502835,2455.890006152003,2291.822920015459,3513.744526482625,2314.983409932039,2786.520842157995,3349.032320770629,2470.977247185742,2176.76687723471,4146.824164494575,2586.462336287238,2765.314589656934,3854.270339141173,5326.085093418126,5213.968252864254,2291.724928479483,1772.931851932918,3154.30521275666,3001.445788189719,3574.398474327147,3231.539376573227,6280.549981292548,8241.553746480193,6336.585953020832,3699.327747386777,5106.334104665388,4349.780613735945,8347.741569367234,7070.113859345266,7189.87753311293,5985.810810999358,5246.263979634569,5917.618824801206,7856.776815267612,2958.002615370281,7666.639664502389,6538.881600664847,3620.865517276862,3680.282206707981,3760.592244684064,4824.260728146736,3789.351406086507,4504.93553039581,2791.582729010588,4280.952724009904,5020.028189842797,6840.264560114108,4972.269384085323,2777.137733478425,4143.847860989222,2490.631694312433
F7,Times1,17.96090168985404,15.90396878112402,17.30693197815831,18.29653673333022,16.87883243021276,13.86817289025976,16.80779612108923,16.2516307244839,14.68012738265218,18.82932606149918,19.5896877493144,17.12759377614114,17.22116844174149,15.13282390911398,18.34248440729529,19.5121685368314,16.31990355166212,15.67295731177567,20.30739579497427,16.47945315768343,15.07371890545619,19.73646925410821,17.03808602867728,15.95625255570181,16.27218424737072,16.90895889130351,17.89517376221364,19.86468086726958,16.48142062838602,15.37126113425907,19.25608620742825,20.61944506573003,14.68065827737895,16.57413748881082,19.20428430339629,14.64008506025403,18.14410922478134,16.77526978027633,17.26752445655858,16.75183521533687,19.66323551176747,15.79911691166132,17.63276849220729,19.69884341485372,18.10650658811609,23.64557391601933,12.97372651071549,16.69510197337435,17.89754489271996,18.78717962081365,17.80267348850277,21.84755179873189,16.69583374748892,17.37732097557252,23.56024166227968,18.1040477198073,14.21253221839592,15.61726834878346,19.68768176594227,19.45212668491367
F7,Times10,17.48736093104262,16.68703816180577,14.95667593610123,19.13612755566767,12.62769183765477,15.16864489161318,15.16077306586674,14.45381183039888,17.25711025146362,18.37599451296652,15.9181162789367,19.79681529089548,17.99575247736579,20.12483993526572,16.64520552972334,22.30442103055703,15.69660931623492,15.697019227076,17.81051828400442,18.03272977751956,15.26170312693168,19.35183126875668,19.96272661349017,14.84817526312412,18.07964202156601,14.74246968509712,13.57619916780462,15.71821435647297,18.04253425229329,16.44802485888461,20.21349842552561,15.10070307217342,20.17529906649109,16.28965553156806,20.01892070627452,16.13487447063507,17.30221361546225,15.50994605998889,17.8287406026349,19.62932653814012,16.57512152897356,15.50612562194123,14.39821577012142,16.29782577288574,16.99561436124802,16.34473307599733,17.37306574748444,14.34936816777205,20.31189770945897,19.23286546792297,18.81174147220573,17.77129868645658,15.23444542240072,15.92265399311545,16.66919909330898,19.53245706277375,22.0525452280166,17.29089056170044,13.70105720137106,15.5904859101377
F7,Times2,19.8530391247514,16.16180549791058,11.51201118963751,19.27484286098906,17.47309154450211,15.03736605965634,17.01915515384307,13.23314746652276,15.12721888759994,18.51311353052751,15.62089237210257,14.16690640341627,18.34812395113141,14.61256369652687,15.48276258159552,13.63172692628796,14.1983520435709,15.44850908498576,17.97749974600523,15.97654345990738,17.77572680710506,18.88793903465207,19.55041132523324,15.05046345349594,19.47650464719611,17.18074381848184,17.10861648053501,16.34135696522032,13.16848674616691,17.48875608414029,17.18345129790061,15.72912505127538,13.61355210166405,18.75740724293609,14.76207050572098,14.23215770504809,17.49214945252122,17.76941900827535,19.45473067012434,18.65767914917603,17.77846757084101,19.46349269433136,20.79718202088467,17.71771090461563,12.93374429673069,19.1768641584656,18.17048155097662,19.88572917799728,22.31487735647766,15.6484958239375,17.45192498344979,18.0723781457866,16.74322942487273,18.4164685213415,17.99322671603554,15.43276235281703,18.73829982238937,17.01302248628117,14.98418333620511,16.49676850975213
F7,Times3,15.11706166796225,16.82906764373646,16.30115414036674,19.57038127807596,17.01693977929346,15.56420699186164,13.93389670508455,14.63923333947483,18.39988667098276,21.01589154385248,16.81367788431074,13.71653035193279,19.2665315692632,14.77646525357016,15.95853042792579,17.29537904442877,15.05770125991592,16.47487848641714,16.04100859044467,17.84253504569796,18.78200409259188,17.24473421859493,14.96914670251919,21.49023639067657,19.40928320127205,15.3105641746423,14.86500565505531,20.25367190292963,14.62367322135005,17.26489518367915,19.02303376876498,18.81796506683515,18.09171493966486,18.54254663750232,16.81973422474685,14.92132873745576,17.05949337951404,18.79091225392648,20.024626907966,20.19792156398649,17.97781804030791,16.58615897218638,20.57766115940412,15.11054701411152,16.80591760282057,19.90756471355783,15.24155569406487,17.96608999610955,19.54321704640823,15.94723081569187,22.36509383057896,21.19615829808825,14.43818486471691,14.30481090894532,17.34499719575307,17.36214935867317,22.71597490536217,18.19791120071514,18.04847457680139,17.2424584111038
F7,Times4,17.71504042621935,18.49378081203876,14.45686827991835,17.86899732321778,15.71081323925204,17.96292761809962,18.18846922822495,17.17883888616286,14.65222138139571,20.73478227929843,10.91225044978936,17.96545174207942,15.1249656850295,17.44278669649475,19.37402942393363,16.70864513169404,16.56004253994628,17.808938697894,18.19460384135715,16.9708474917324,16.34669156386429,18.63552887529293,19.12689490814993,13.43891793156492,18.64192757377536,16.22375613475559,16.37516493374128,17.86427128813229,16.9683111676166,16.71042621763811,17.97042851537452,16.93609031000355,18.1277159734144,16.47478988300397,17.48122166412853,18.30193238227293,21.15077135652711,18.21486460904602,16.33777025551103,15.39004851107518,20.09239706480183,17.23925625158197,18.47632205119964,14.9869769284145,21.70683503288854,14.7495099794149,17.30045431293266,17.46007943287792,15.81450291194625,17.50564573446313,17.22215514535574,16.48885028763461,14.76361196077067,15.2972000699127,19.84789128274515,15.62910519006625,16.38804188567036,20.67331047497634,17.26521757527492,17.28558688444314
F7,Times5,18.91523287109618,16.47294484633555,17.26222843269414,17.46134625339537,16.09481718617135,18.63915887328927,18.01629651675074,15.00452120005687,15.64017292128859,20.11000861203642,16.90019387163094,14.54191191034752,15.47880639797724,15.25012227676635,12.75477231486663,21.5570476367769,18.34861534236507,14.7104632738096,17.88572159213761,15.65502624743637,18.64895524089129,16.29284104143423,19.22349914842345,16.56529831043566,18.96730118479826,16.1970788928824,17.25506499526444,20.58760341449373,14.96003000389625,14.58621398743463,21.35987720133897,16.01145682699144,18.58922230177798,17.67623539105631,20.8272535896636,16.4452505052786,23.77924986110224,14.81973496426889,17.0991555655717,19.7102785837176,15.46244252135769,16.46024772056603,21.03439871387967,19.11034248820443,18.50544619052172,18.54997437856432,16.07514635417703,15.63873297113524,19.90234390724964,19.33949966493011,20.21044788542648,21.17371280867199,14.55731482581882,17.90305351462451,19.71514397111368,17.25739406163496,17.92146132966388,16.65870278434946,16.79990683723816,14.78245374758559
F7,Times6,17.30056211652892,18.78590243184364,16.04175660040058,16.62384865757047,18.93229873765031,18.31033692379352,18.79176843166037,17.18627256680524,15.78964764648777,16.89999712317401,17.04892605138372,14.8702899299447,16.56471816524554,12.51209091918836,13.24149547119326,18.65545160232301,18.79500816027138,16.05441233552531,16.98637382055803,13.83967735470806,13.95579827783336,16.44155498665506,15.63919494449056,12.05036121187467,14.50867173898209,16.60063507301414,14.96730246007979,17.84961103930504,17.3163912209419,16.57043664656804,20.26988996130095,15.40906173602898,17.95718264689332,15.50670646107825,18.71504817392739,15.80756596778533,21.02460782887906,16.87586418510716,19.27078224012292,16.73654331866953,14.92696680820803,14.89278805506382,20.08517957106189,21.18938523582493,18.09870668975816,14.39971271358162,17.51619926949841,18.8229870912782,18.49925196424118,19.36945350188196,18.22545633974748,18.17577809949909,16.2241694571476,18.10081011673568,19.64848317723485,16.72209202388665,22.78238946869312,17.39371081611575,13.09816438351629,16.52313640531142
F7,Times7,20.57042753253142,19.16433087981176,14.70409760280965,17.94646816261622,15.62136602237589,13.88750373017812,17.78078399567476,17.47433170697004,17.49213115528574,20.45201408778761,16.36050896076945,18.17620466497308,21.54442425019642,13.68666939758864,15.96652700644766,18.98640932886256,16.49535045089785,16.93852353442943,16.73765556586368,14.78852592645733,17.6476398527935,20.06755671880433,20.45263125908692,15.99215153499461,19.7369174642078,16.74345266579747,17.02775509640422,20.24490167335376,16.73673639917174,16.96251810006995,16.46363767392696,15.71532280141202,17.9398933721486,16.21590163079072,19.65740231013503,16.15590782374637,18.84147495540079,18.59826254696426,14.10056619212546,18.61798919351687,17.48363008709175,14.31321842124339,19.86169872614412,19.11667658243687,16.11751602133243,18.30813208576821,19.67636012879283,16.23299665661408,22.91641137162848,17.67862184895679,18.02795999719076,18.7006897391973,14.03557919276512,14.67082983796488,17.03298579842603,20.88144888510378,17.94357767863132,17.35972552741422,16.94249574435309,17.27239094179286
F7,Times8,17.58400459549622,15.33837762820266,14.41925369362824,18.0224293987115,17.39241024485023,14.88851614128252,17.4471251946754,16.13102135269816,14.31756913481923,16.462419911761,15.8655958223813,14.90218989675732,17.02567752600526,16.83014191303991,16.89867251844187,21.65270565359466,15.41829548928597,15.2806825548175,19.61142349539157,19.31105472435666,17.06008105020592,17.05863919304301,15.27827265321272,19.76514101176745,16.47059773012677,15.59811600556768,18.47976552028822,20.32203981317252,18.13311579446041,15.10037524977196,19.77631838981452,21.37179470071121,14.93472230392249,17.08188263834943,13.17033611327863,16.62954009978579,20.22076687919996,15.55905514221346,13.11746593721317,20.05149674117268,13.260559216326,14.69066202279454,18.84576634005305,16.22637912579221,13.70297316887725,18.77352250550211,19.01044869910053,17.63233392318238,16.92872288609249,17.51994136483241,18.94417824846045,16.98843088107756,17.42034725284404,19.61771405357547,21.01058437405129,16.22451033196712,19.67016505102619,14.61803022570373,14.78785542114437,15.86087487259268
F7,Times9,21.76953066746194,17.12725345016426,18.75882194022661,17.66810443405998,16.43457845025093,14.60723392156678,18.87196339646303,15.76614797068004,18.22492622047445,16.25890357865431,15.77181270317556,15.8897824734336,16.59769287409776,17.82040056447038,13.48705202610531,17.03302976699578,16.28032483030569,18.43545188138768,18.65171505698216,17.44609278435438,15.62153032648213,16.01362036984727,16.13962955546359,15.01909207037431,20.1640615989043,18.43221732109521,16.66250192628719,16.69912056514147,15.93152752807828,15.38304980735784,21.08052904934051,19.31173394014861,15.87685083249901,19.83586809232686,19.00950540151268,19.25591600947941,20.01304082358791,16.11309937889085,16.37719737016187,19.29385735729187,15.98430285514815,14.11335657576672,16.19539367245827,17.45283995528019,15.60378652260182,21.4248761519092,15.07857360257663,17.05702020948383,18.60495520049586,16.14879480447331,13.93145755074323,21.64432708609166,14.5890893914147,14.46057811475777,18.67049598409849,17.82391957531845,15.54832497522712,18.39156495421932,16.42606439371793,16.48244983348994
F8,Times1,-4562.105085696428,-4539.966383819221,-4046.078202217301,-3682.793627707509,-5438.402508141047,-3571.719225061662,-3841.953836862306,-3940.813279610034,-3508.712871987378,-4900.09004662372,-4609.936684265915,-4844.753407177989,-5513.776291978666,-4167.520463830361,-4837.94046329363,-4260.309631524651,-4037.217354137826,-4392.219390847192,-4712.914566987966,-4066.293851139446,-4103.969516880584,-3724.009902958917,-4028.283060882387,-4269.13616992965,-4976.732919282218,-4910.860303671607,-4114.634322073269,-4544.415137138978,-4467.872863727052,-5436.801932008576,-3824.563563509391,-4227.427230604194,-3773.272450502955,-4053.331506293377,-3222.509909458936,-3683.689007456701,-2644.671345171841,-4299.907544840029,-3824.766004302021,-3087.089565897479,-3899.022348703165,-4398.137476816692,-3881.694358047525,-3194.348699634749,-3843.873383200877,-4307.273016660632,-4850.701309401885,-3436.279147137402,-2652.15720929251,-4833.457163856431,-4275.059995369823,-5352.78845626931,-3938.518647274622,-3685.795003839351,-4579.764997766247,-4571.948512707173,-4767.201340741821,-4844.382935126796,-4796.724792537267,-4622.481799310151
F8,Times10,-4106.241435100599,-3644.976868278735,-4780.815405614379,-3512.517613413727,-5122.477368018356,-5794.277278782138,-5154.285758997132,-4048.725769055707,-5557.187143200808,-5872.528873587688,-4143.617338720711,-4290.065789217933,-6195.369066192558,-5063.269091381569,-4311.410924975829,-4374.562836954186,-5488.395489279671,-6703.764854084607,-4376.050368496421,-4298.191157400247,-4967.459486353267,-3499.71971139248,-3621.420033631516,-3455.97929745021,-4388.41850432382,-4298.824624032598,-5371.994699471235,-4171.90749395389,-3380.080726276369,-5891.26017694329,-4070.210277430952,-4150.948501438963,-2826.072536975207,-4036.178320760501,-4139.548818558818,-4035.80716589976,-3888.162452662767,-3563.947245547544,-3232.248231855107,-3939.655077890587,-4776.73673004513,-3498.039795788635,-4830.37691614612,-3959.963267523413,-3722.713684945713,-2920.14187812959,-4843.258972531466,-3805.299182927679,-4534.796161280216,-3980.489289869128,-3065.610430946198,-4281.120469481127,-3484.810460281644,-5824.859419719728,-4902.229444976416,-4533.41939872942,-4333.530718269067,-4325.688134445303,-4305.029218208331,-3934.55186247393
F8,Times2,-4815.170453847772,-4026.017966644041,-4471.35587975223,-4890.613911083146,-4705.271952563197,-4086.818860334896,-3711.443975588518,-4166.445036146311,-6041.656950226487,-3810.715875191216,-6386.164825814725,-4512.808879277144,-3929.052683407604,-3617.484558474689,-4348.781180682326,-4828.68814111789,-4257.378990386865,-6011.604315946463,-4405.743940548965,-4854.368185645311,-3849.748658718972,-3934.427867184203,-4054.769732956136,-3713.249460705286,-3654.913437215722,-4762.656483971073,-5303.194826808106,-4169.299814383412,-5636.639871959022,-3060.075804976399,-2839.207559060177,-4069.697729482736,-5257.481793288374,-5682.22507623567,-4013.663042997899,-3564.357213733378,-3137.311833118911,-3761.545015721718,-3732.008233776862,-3492.114426184562,-3312.797363939369,-4650.237869845631,-3671.635095479928,-4383.203312963772,-3230.680991356967,-2909.265812072702,-3518.115414333036,-4027.51654819228,-4657.377011886447,-4376.200725543994,-3401.385130579166,-3755.574838198889,-4214.545698117355,-4850.678056719173,-4854.588195632881,-3538.903173181671,-4448.52444628474,-7328.022231993122,-4375.50152826416,-3933.622585024654
F8,Times3,-4281.956417574435,-6541.607029940113,-5595.697933390813,-4256.613742449052,-3560.911515270024,-4114.427190739872,-4587.408923539034,-5277.549892190289,-4299.363948793543,-4043.622295096539,-4754.789830967457,-6185.731408754383,-4778.853333316179,-3351.749477450364,-4253.946077828398,-3911.872522915025,-4383.25095517078,-4417.966601585161,-4084.2824674656,-5038.86061596655,-3845.833582362797,-3733.372968125655,-2985.413629865223,-5907.415407128778,-5271.046044031793,-4857.533540926825,-3656.330830567849,-4068.319888767801,-4075.342031866504,-3987.165561024924,-3516.718614476983,-5250.398971683906,-4150.866858621429,-4315.000476958671,-4962.495430849154,-4785.514601235712,-3617.169502414382,-3834.416773003121,-3694.89747666911,-3281.365810236151,-3694.995722054368,-4331.5405393355,-4082.135037125492,-3846.11760097334,-3801.373297235871,-6047.597658592528,-4651.803906731718,-3357.273323229072,-3823.640198580269,-3527.17434033136,-5102.278299054713,-3355.723098196014,-5657.57825950611,-4232.782731938164,-4434.965685155355,-4407.346513645032,-3818.264496651192,-5671.53461709311,-4456.983893381505,-4311.665051708947
